Element,  Total(W), Total(var),  I2R(W), I2X(var), No-load(W), No-load(var)
Line.22CF_447, 0.000232075, -0.2130122, 0.000232075, -0.2130122, 0, 0
Line.22CF_448, 1.560586E-005, -0.2132257, 1.560586E-005, -0.2132257, 0, 0
Line.22CF_453, 3.654284E-005, -0.1401073, 3.654284E-005, -0.1401073, 0, 0
Line.22CF_454, -8.179703E-006, -0.07040514, -8.179703E-006, -0.07040514, 0, 0
Line.22CF_460, 6.446674E-005, -0.07175739, 6.446674E-005, -0.07175739, 0, 0
Line.22CF_462, 3.795312E-005, -0.2132884, 3.795312E-005, -0.2132884, 0, 0
Line.22CF_464, 0.0002787527, -0.2130307, 0.0002787527, -0.2130307, 0, 0
Line.22CF_465, 0.0001859213, -0.2130185, 0.0001859213, -0.2130185, 0, 0
Line.22CF_598, 1.847039E-005, -0.217043, 1.847039E-005, -0.217043, 0, 0
Line.22CF_599, 7.731262E-005, -0.216535, 7.731262E-005, -0.216535, 0, 0
Line.22CF_773, 0.00519548, -0.2098202, 0.00519548, -0.2098202, 0, 0
Line.22CF_824, 1.492624E-005, -0.2158043, 1.492624E-005, -0.2158043, 0, 0
Line.22CF_931, 0.002146725, -0.2111231, 0.002146725, -0.2111231, 0, 0
Line.22CF_946, 1.864084E-005, -0.2151742, 1.864084E-005, -0.2151742, 0, 0
Line.22CF_962, -1.051892E-005, -0.2132792, -1.051892E-005, -0.2132792, 0, 0
Line.22CS_1320, 2.382626, 2.169501, 2.382626, 2.169501, 0, 0
Line.22CS_1497, 5.251567, 5.035839, 5.251567, 5.035839, 0, 0
Line.22CS_452, 0.01281752, -0.2001783, 0.01281752, -0.2001783, 0, 0
Line.22CS_987, 3.397507, 3.183493, 3.397507, 3.183493, 0, 0
Line.22FR_1048, 4.716493E-005, -0.07057573, 4.716493E-005, -0.07057573, 0, 0
Line.22FR_444, 0.009830383, -0.205282, 0.009830383, -0.205282, 0, 0
Line.22FR_446, 0.04719387, -0.1662484, 0.04719387, -0.1662484, 0, 0
Line.22FR_449, 0.0008934208, -0.06983054, 0.0008934208, -0.06983054, 0, 0
Line.22FR_450, 0.001693587, -0.2113168, 0.001693587, -0.2113168, 0, 0
Line.22FR_455, 0.001036555, -0.06937174, 0.001036555, -0.06937174, 0, 0
Line.22FR_769, 0.005919163, -0.2074442, 0.005919163, -0.2074442, 0, 0
Line.22FR_952, 0.0001621546, -0.212729, 0.0001621546, -0.212729, 0, 0
Line.22RL_1122, 5.196829, 4.98151, 5.196829, 4.98151, 0, 0
Line.27CF_1214, 0.00168312, -0.06880972, 0.00168312, -0.06880972, 0, 0
Line.27CF_1264, 0.0004879857, -0.07017269, 0.0004879857, -0.07017269, 0, 0
Line.27CF_1824, 8.80908E-006, -0.2199266, 8.80908E-006, -0.2199266, 0, 0
Line.27CF_1826, -7.629183E-006, -0.07654671, -7.629183E-006, -0.07654671, 0, 0
Line.27CF_1924, 0.001466261, -0.2178449, 0.001466261, -0.2178449, 0, 0
Line.27CF_292, 0.0002506241, -0.0707114, 0.0002506241, -0.0707114, 0, 0
Line.27CF_489, 7.648494E-005, -0.1463257, 7.648494E-005, -0.1463257, 0, 0
Line.27CF_492, 3.557818E-005, -0.2192665, 3.557818E-005, -0.2192665, 0, 0
Line.27CF_493, 0.04041923, -0.1789259, 0.04041923, -0.1789259, 0, 0
Line.27CF_496, 0.02732816, -0.04332017, 0.02732816, -0.04332017, 0, 0
Line.27CF_993, 1.261E-005, -0.2193357, 1.261E-005, -0.2193357, 0, 0
Line.27CS_1822, 0.004230286, -0.2155609, 0.004230286, -0.2155609, 0, 0
Line.27CS_1823, 0.004276638, -0.2155176, 0.004276638, -0.2155176, 0, 0
Line.27CS_491, 0.157309, -0.0622087, 0.157309, -0.0622087, 0, 0
Line.27FR_200, 0.000326988, -0.07051162, 0.000326988, -0.07051162, 0, 0
Line.27FR_488, 2.453859E-005, -0.07108155, 2.453859E-005, -0.07108155, 0, 0
Line.27FR_848, 0.004425327, -0.2154687, 0.004425327, -0.2154687, 0, 0
Line.27FS_495, 0.03492145, -0.03573107, 0.03492145, -0.03573107, 0, 0
Line.31CF_1765, -9.354264E-006, -0.0704004, -9.354264E-006, -0.0704004, 0, 0
Line.5CF_1066, -5.411275E-006, -0.07276236, -5.411275E-006, -0.07276236, 0, 0
Line.5CF_1136, 0.0002479745, -0.2182981, 0.0002479745, -0.2182981, 0, 0
Line.5CF_1322, 4.545618E-006, -0.0726874, 4.545618E-006, -0.0726874, 0, 0
Line.5CF_1573, 3.591617E-005, -0.2191249, 3.591617E-005, -0.2191249, 0, 0
Line.5CF_174, 5.347353E-005, -0.07270535, 5.347353E-005, -0.07270535, 0, 0
Line.5CF_196, 2.801705E-005, -0.07272863, 2.801705E-005, -0.07272863, 0, 0
Line.5CF_58, 2.878563E-005, -0.1439656, 2.878563E-005, -0.1439656, 0, 0
Line.5CF_60, -1.140525E-006, -0.1434269, -1.140525E-006, -0.1434269, 0, 0
Line.5CF_61, 6.204141E-006, -0.07272852, 6.204141E-006, -0.07272852, 0, 0
Line.5CF_714, -2.874136E-005, -0.2188957, -2.874136E-005, -0.2188957, 0, 0
Line.5CF_782, -4.474011E-006, -0.07358265, -4.474011E-006, -0.07358265, 0, 0
Line.5CF_914, 1.869318E-005, -0.07347859, 1.869318E-005, -0.07347859, 0, 0
Line.5CF_948, -7.389576E-006, -0.0727298, -7.389576E-006, -0.0727298, 0, 0
Line.5CS_744, 0.01326839, -0.205602, 0.01326839, -0.205602, 0, 0
Line.5FR_18, 0.001001203, -0.07159063, 0.001001203, -0.07159063, 0, 0
Line.5FR_59, 0.0001137352, -0.07279008, 0.0001137352, -0.07279008, 0, 0
Line.5FR_62, 0.006849366, -0.2120146, 0.006849366, -0.2120146, 0, 0
Line.5FR_719, 0.02324059, -0.1961535, 0.02324059, -0.1961535, 0, 0
Line.5FS_724, 0.0001738579, -0.07283025, 0.0001738579, -0.07283025, 0, 0
Line.SMT_10000, 0.3550556, -80.22319, 0.3550556, -80.22319, 0, 0
Line.SMT_10009, 0.1323706, -14.35616, 0.1323706, -14.35616, 0, 0
Line.SMT_10010, 0.001766225, -33.09117, 0.001766225, -33.09117, 0, 0
Line.SMT_10011, 0.001932785, -27.35674, 0.001932785, -27.35674, 0, 0
Line.SMT_10013, 0.06115182, -36.15693, 0.06115182, -36.15693, 0, 0
Line.SMT_10014, -8.059318E-007, -29.70223, -8.059318E-007, -29.70223, 0, 0
Line.SMT_10024, 101.8723, 32.10953, 101.8723, 32.10953, 0, 0
Line.SMT_10025, 14.29564, -9.738175, 14.29564, -9.738175, 0, 0
Line.SMT_10026, 0.0004823523, -17.6355, 0.0004823523, -17.6355, 0, 0
Line.SMT_10027, 0.002453985, -84.6743, 0.002453985, -84.6743, 0, 0
Line.SMT_10028, 0.003201878, -15.68793, 0.003201878, -15.68793, 0, 0
Line.SMT_10037, 117.2782, 116.5973, 117.2782, 116.5973, 0, 0
Line.SMT_10042, 0.02821839, -94.65409, 0.02821839, -94.65409, 0, 0
Line.SMT_10044, 48.44254, 6.162439, 48.44254, 6.162439, 0, 0
Line.SMT_10046, 0.001136481, -17.99794, 0.001136481, -17.99794, 0, 0
Line.SMT_10050, 0.006975028, -54.20628, 0.006975028, -54.20628, 0, 0
Line.SMT_10051, 2.989067, -49.53547, 2.989067, -49.53547, 0, 0
Line.SMT_10052, 116.1114, 36.47721, 116.1114, 36.47721, 0, 0
Line.SMT_10057, 0.001322746, -68.91525, 0.001322746, -68.91525, 0, 0
Line.SMT_10058, 6.028749E-008, -38.56276, 6.028749E-008, -38.56276, 0, 0
Line.SMT_10059, 0.1913222, -47.53084, 0.1913222, -47.53084, 0, 0
Line.SMT_10060, 0.0001731793, -19.53382, 0.0001731793, -19.53382, 0, 0
Line.SMT_10062, 0.001357617, -49.55305, 0.001357617, -49.55305, 0, 0
Line.SMT_10064, 0.0002905324, -30.18544, 0.0002905324, -30.18544, 0, 0
Line.SMT_10065, 0.1065134, -44.20311, 0.1065134, -44.20311, 0, 0
Line.SMT_10067, 0.004809247, -28.70857, 0.004809247, -28.70857, 0, 0
Line.SMT_10071, 0.05610763, -9.501174, 0.05610763, -9.501174, 0, 0
Line.SMT_10073, 39.92438, 5.854546, 39.92438, 5.854546, 0, 0
Line.SMT_10079, 0.01621423, -53.60653, 0.01621423, -53.60653, 0, 0
Line.SMT_10081, 94.98238, 29.88899, 94.98238, 29.88899, 0, 0
Line.SMT_10083, 0.01359095, -23.60727, 0.01359095, -23.60727, 0, 0
Line.SMT_10085, 0.003961574, -19.36255, 0.003961574, -19.36255, 0, 0
Line.SMT_10086, 0.1579181, -65.46749, 0.1579181, -65.46749, 0, 0
Line.SMT_10089, 0.0001364595, -11.73574, 0.0001364595, -11.73574, 0, 0
Line.SMT_10092, 0.4474555, -48.27878, 0.4474555, -48.27878, 0, 0
Line.SMT_10096, 0.002784916, -16.43631, 0.002784916, -16.43631, 0, 0
Line.SMT_10097, 0.1243435, -51.73205, 0.1243435, -51.73205, 0, 0
Line.SMT_10099, 0.04018124, -62.60605, 0.04018124, -62.60605, 0, 0
Line.SMT_1010, 0.004240463, -18.86025, 0.004240463, -18.86025, 0, 0
Line.SMT_10105, 0.0003028237, -23.15081, 0.0003028237, -23.15081, 0, 0
Line.SMT_10106, 0.02081963, -50.96732, 0.02081963, -50.96732, 0, 0
Line.SMT_10109, 2.713392, -56.54493, 2.713392, -56.54493, 0, 0
Line.SMT_10110, 0.0008119861, -40.97597, 0.0008119861, -40.97597, 0, 0
Line.SMT_10111, 0.1070975, -42.5075, 0.1070975, -42.5075, 0, 0
Line.SMT_10112, 0.004904176, -23.80554, 0.004904176, -23.80554, 0, 0
Line.SMT_10115, 0.0009245107, -21.68333, 0.0009245107, -21.68333, 0, 0
Line.SMT_10117, 0.0007717253, -58.70167, 0.0007717253, -58.70167, 0, 0
Line.SMT_10120, 0.7386412, -69.63423, 0.7386412, -69.63423, 0, 0
Line.SMT_10124, 0.1592011, -34.50914, 0.1592011, -34.50914, 0, 0
Line.SMT_10126, 2.476329, -51.62605, 2.476329, -51.62605, 0, 0
Line.SMT_10129, 0.03693766, -68.69064, 0.03693766, -68.69064, 0, 0
Line.SMT_10137, 83.74952, 26.36759, 83.74952, 26.36759, 0, 0
Line.SMT_10138, 2.135749, -44.64893, 2.135749, -44.64893, 0, 0
Line.SMT_10139, 0.01017629, -38.09245, 0.01017629, -38.09245, 0, 0
Line.SMT_10140, 0.2482986, -70.26149, 0.2482986, -70.26149, 0, 0
Line.SMT_10141, 0.001204006, -63.72831, 0.001204006, -63.72831, 0, 0
Line.SMT_10142, 6.817585E-005, -25.35818, 6.817585E-005, -25.35818, 0, 0
Line.SMT_10145, 0.01799646, -48.14607, 0.01799646, -48.14607, 0, 0
Line.SMT_10147, 0.2736536, -70.85977, 0.2736536, -70.85977, 0, 0
Line.SMT_10149, 99.27827, 31.30869, 99.27827, 31.30869, 0, 0
Line.SMT_10155, 0.003874337, -39.37728, 0.003874337, -39.37728, 0, 0
Line.SMT_10161, 0.0257708, -53.00454, 0.0257708, -53.00454, 0, 0
Line.SMT_10164, 0.03427875, -83.75505, 0.03427875, -83.75505, 0, 0
Line.SMT_10165, 52.14175, 16.42222, 52.14175, 16.42222, 0, 0
Line.SMT_10166, 0.001130779, -17.77698, 0.001130779, -17.77698, 0, 0
Line.SMT_10169, 3.171904, -55.23544, 3.171904, -55.23544, 0, 0
Line.SMT_10170, 70.43961, 22.08558, 70.43961, 22.08558, 0, 0
Line.SMT_10171, 0.6327362, -41.35007, 0.6327362, -41.35007, 0, 0
Line.SMT_10172, 1.935996, -56.357, 1.935996, -56.357, 0, 0
Line.SMT_10176, 0.02362352, -57.65106, 0.02362352, -57.65106, 0, 0
Line.SMT_10178, 2.413269, -64.17161, 2.413269, -64.17161, 0, 0
Line.SMT_10183, 2.734667, -55.49493, 2.734667, -55.49493, 0, 0
Line.SMT_10184, 4.447515E-006, -21.29475, 4.447515E-006, -21.29475, 0, 0
Line.SMT_10188, 0.0005407675, -58.58125, 0.0005407675, -58.58125, 0, 0
Line.SMT_10195, 2.225375E-006, -27.14178, 2.225375E-006, -27.14178, 0, 0
Line.SMT_10196, 0.4676195, -50.51705, 0.4676195, -50.51705, 0, 0
Line.SMT_10200, 0.02103729, -56.16621, 0.02103729, -56.16621, 0, 0
Line.SMT_10202, 0.003741834, -49.59691, 0.003741834, -49.59691, 0, 0
Line.SMT_10209, 0.0004729336, -25.69247, 0.0004729336, -25.69247, 0, 0
Line.SMT_10213, 0.039727, -73.37507, 0.039727, -73.37507, 0, 0
Line.SMT_10217, 114.9551, 36.11838, 114.9551, 36.11838, 0, 0
Line.SMT_10220, 0.03471488, -55.20903, 0.03471488, -55.20903, 0, 0
Line.SMT_10225, 0.004006667, -24.50301, 0.004006667, -24.50301, 0, 0
Line.SMT_10227, 0.0003723543, -19.21268, 0.0003723543, -19.21268, 0, 0
Line.SMT_10229, 0.05785751, -106.5382, 0.05785751, -106.5382, 0, 0
Line.SMT_10230, 0.002145398, -10.50008, 0.002145398, -10.50008, 0, 0
Line.SMT_10232, 0.1524382, -35.27684, 0.1524382, -35.27684, 0, 0
Line.SMT_10233, 0.0002042495, -22.19996, 0.0002042495, -22.19996, 0, 0
Line.SMT_10234, 0.3456244, -79.77749, 0.3456244, -79.77749, 0, 0
Line.SMT_10236, 0.1239482, -13.44449, 0.1239482, -13.44449, 0, 0
Line.SMT_10237, 0.02510714, -51.52112, 0.02510714, -51.52112, 0, 0
Line.SMT_10246, 113.604, 35.72881, 113.604, 35.72881, 0, 0
Line.SMT_10247, 0.0546117, -14.07181, 0.0546117, -14.07181, 0, 0
Line.SMT_10249, 7.637337E-006, -18.32201, 7.637337E-006, -18.32201, 0, 0
Line.SMT_10256, 0.004346493, -29.80656, 0.004346493, -29.80656, 0, 0
Line.SMT_10257, 0.002565574, -36.85525, 0.002565574, -36.85525, 0, 0
Line.SMT_10258, 0.236574, -67.04459, 0.236574, -67.04459, 0, 0
Line.SMT_10260, 3.738755E-005, -14.20761, 3.738755E-005, -14.20761, 0, 0
Line.SMT_10261, 0.003985343, -40.78787, 0.003985343, -40.78787, 0, 0
Line.SMT_10262, 0.002449176, -52.49148, 0.002449176, -52.49148, 0, 0
Line.SMT_10267, 0.01795076, -48.04099, 0.01795076, -48.04099, 0, 0
Line.SMT_10279, 2.134533, -53.87224, 2.134533, -53.87224, 0, 0
Line.SMT_10280, 133.0596, 41.92827, 133.0596, 41.92827, 0, 0
Line.SMT_10281, 0.02550515, -57.00248, 0.02550515, -57.00248, 0, 0
Line.SMT_10282, 0.257886, -66.6848, 0.257886, -66.6848, 0, 0
Line.SMT_10288, 0.0005837974, -16.60703, 0.0005837974, -16.60703, 0, 0
Line.SMT_10290, 0.08108911, -49.47676, 0.08108911, -49.47676, 0, 0
Line.SMT_10291, 3.964175, -63.99495, 3.964175, -63.99495, 0, 0
Line.SMT_10292, 3.084458, -64.45371, 3.084458, -64.45371, 0, 0
Line.SMT_10294, 0.002953055, -15.99289, 0.002953055, -15.99289, 0, 0
Line.SMT_10295, 0.1746165, -43.31635, 0.1746165, -43.31635, 0, 0
Line.SMT_10298, 0.008700486, -15.10698, 0.008700486, -15.10698, 0, 0
Line.SMT_10300, 0.02872821, -68.72435, 0.02872821, -68.72435, 0, 0
Line.SMT_10302, 0.02054061, -52.52498, 0.02054061, -52.52498, 0, 0
Line.SMT_1031, 0.02258416, -56.25389, 0.02258416, -56.25389, 0, 0
Line.SMT_10318, 0.005094144, -19.32327, 0.005094144, -19.32327, 0, 0
Line.SMT_10326, 3.766372, -65.54407, 3.766372, -65.54407, 0, 0
Line.SMT_10327, 0.0001401851, -66.48294, 0.0001401851, -66.48294, 0, 0
Line.SMT_10339, 0.1471999, -59.61145, 0.1471999, -59.61145, 0, 0
Line.SMT_10344, 0.01808289, -20.85248, 0.01808289, -20.85248, 0, 0
Line.SMT_10354, 0.1801444, -74.72245, 0.1801444, -74.72245, 0, 0
Line.SMT_10358, 0.2290489, -58.82732, 0.2290489, -58.82732, 0, 0
Line.SMT_10361, 0.0005711283, -42.14477, 0.0005711283, -42.14477, 0, 0
Line.SMT_10362, 0.0002482307, -22.63283, 0.0002482307, -22.63283, 0, 0
Line.SMT_10363, 0.4685446, -50.51182, 0.4685446, -50.51182, 0, 0
